,L_bankssts,L_caudalanteriorcingulate,L_caudalmiddlefrontal,L_cuneus,L_entorhinal,L_fusiform,L_inferiorparietal,L_inferiortemporal,L_isthmuscingulate,L_lateraloccipital,L_lateralorbitofrontal,L_lingual,L_medialorbitofrontal,L_middletemporal,L_parahippocampal,L_paracentral,L_parsopercularis,L_parsorbitalis,L_parstriangularis,L_pericalcarine,L_postcentral,L_posteriorcingulate,L_precentral,L_precuneus,L_rostralanteriorcingulate,L_rostralmiddlefrontal,L_superiorfrontal,L_superiorparietal,L_superiortemporal,L_supramarginal,L_frontalpole,L_temporalpole,L_transversetemporal,L_insula,R_bankssts,R_caudalanteriorcingulate,R_caudalmiddlefrontal,R_cuneus,R_entorhinal,R_fusiform,R_inferiorparietal,R_inferiortemporal,R_isthmuscingulate,R_lateraloccipital,R_lateralorbitofrontal,R_lingual,R_medialorbitofrontal,R_middletemporal,R_parahippocampal,R_paracentral,R_parsopercularis,R_parsorbitalis,R_parstriangularis,R_pericalcarine,R_postcentral,R_posteriorcingulate,R_precentral,R_precuneus,R_rostralanteriorcingulate,R_rostralmiddlefrontal,R_superiorfrontal,R_superiorparietal,R_superiortemporal,R_supramarginal,R_frontalpole,R_temporalpole,R_transversetemporal,R_insula
L_lateralorbitofrontal,69.0,227.0,160.0,283.0,97.0,543.0,967.0,832.0,160.0,1834.0,0.0,1374.0,3619.0,2573.0,51.0,45.0,1172.0,9574.0,5237.0,450.0,273.0,235.0,709.0,191.0,998.0,4043.0,1142.0,767.0,4773.0,375.0,436.0,2706.0,64.0,7833.0,0.0,37.0,12.0,1.0,1.0,1.0,4.0,4.0,26.0,0.0,53.0,2.0,387.0,3.0,2.0,3.0,16.0,25.0,9.0,1.0,0.0,10.0,2.0,66.0,53.0,239.0,542.0,13.0,12.0,2.0,129.0,4.0,0.0,59.0
L_lingual,13.0,31.0,6.0,9288.0,477.0,9627.0,422.0,2540.0,2553.0,14540.0,1374.0,0.0,166.0,1199.0,4249.0,6.0,10.0,333.0,75.0,18653.0,4.0,28.0,6.0,2964.0,65.0,578.0,224.0,2748.0,708.0,70.0,77.0,184.0,12.0,219.0,0.0,1.0,0.0,167.0,4.0,52.0,102.0,12.0,165.0,307.0,2.0,203.0,2.0,9.0,22.0,1.0,0.0,2.0,1.0,108.0,3.0,3.0,0.0,711.0,3.0,17.0,40.0,629.0,6.0,1.0,2.0,1.0,0.0,3.0
L_medialorbitofrontal,0.0,1280.0,12.0,52.0,149.0,123.0,78.0,227.0,769.0,139.0,3619.0,166.0,0.0,308.0,49.0,79.0,8.0,52.0,17.0,49.0,4.0,1226.0,10.0,446.0,11019.0,605.0,5289.0,63.0,491.0,8.0,3573.0,1590.0,0.0,453.0,0.0,79.0,0.0,0.0,0.0,2.0,1.0,9.0,54.0,4.0,232.0,2.0,3124.0,15.0,5.0,1.0,5.0,44.0,14.0,2.0,0.0,24.0,4.0,26.0,276.0,446.0,1465.0,5.0,28.0,0.0,850.0,25.0,0.0,122.0
L_middletemporal,9154.0,13.0,1171.0,273.0,8.0,1974.0,27060.0,20718.0,83.0,5823.0,2573.0,1199.0,308.0,0.0,44.0,14.0,1119.0,309.0,720.0,459.0,268.0,21.0,382.0,218.0,76.0,2930.0,619.0,1593.0,18142.0,8129.0,82.0,1072.0,138.0,813.0,1.0,1.0,7.0,8.0,0.0,3.0,16.0,0.0,27.0,13.0,3.0,9.0,21.0,8.0,1.0,2.0,6.0,1.0,1.0,4.0,9.0,5.0,1.0,183.0,5.0,44.0,131.0,98.0,9.0,12.0,6.0,0.0,0.0,9.0
L_parahippocampal,1.0,131.0,2.0,323.0,2091.0,4426.0,104.0,298.0,1632.0,132.0,51.0,4249.0,49.0,44.0,0.0,5.0,2.0,3.0,5.0,233.0,1.0,105.0,2.0,1170.0,71.0,32.0,241.0,341.0,45.0,10.0,6.0,36.0,8.0,10.0,0.0,1.0,0.0,16.0,1.0,7.0,10.0,4.0,48.0,28.0,2.0,11.0,4.0,2.0,1.0,17.0,0.0,0.0,0.0,7.0,13.0,18.0,4.0,143.0,1.0,3.0,22.0,79.0,4.0,5.0,3.0,0.0,2.0,2.0
L_paracentral,4.0,330.0,222.0,0.0,0.0,2.0,18.0,8.0,43.0,0.0,45.0,6.0,79.0,14.0,5.0,0.0,220.0,16.0,85.0,0.0,4715.0,2477.0,15748.0,5075.0,198.0,291.0,14574.0,1746.0,18.0,83.0,12.0,3.0,5.0,65.0,0.0,44.0,157.0,0.0,0.0,1.0,70.0,15.0,19.0,1.0,5.0,0.0,12.0,39.0,0.0,5094.0,135.0,6.0,37.0,0.0,577.0,608.0,986.0,1130.0,7.0,193.0,3770.0,568.0,25.0,76.0,6.0,0.0,0.0,26.0
L_parsopercularis,158.0,89.0,10777.0,3.0,3.0,87.0,851.0,662.0,33.0,30.0,1172.0,10.0,8.0,1119.0,2.0,220.0,0.0,586.0,11485.0,4.0,2760.0,196.0,18336.0,772.0,16.0,9216.0,9649.0,1701.0,1762.0,5653.0,18.0,30.0,162.0,6541.0,0.0,67.0,176.0,0.0,0.0,1.0,25.0,2.0,7.0,0.0,3.0,0.0,4.0,1.0,0.0,39.0,172.0,6.0,41.0,0.0,8.0,36.0,31.0,121.0,5.0,398.0,1574.0,49.0,5.0,14.0,10.0,0.0,0.0,22.0
L_parsorbitalis,22.0,70.0,184.0,69.0,1.0,102.0,270.0,172.0,21.0,489.0,9574.0,333.0,52.0,309.0,3.0,16.0,586.0,0.0,7551.0,112.0,110.0,36.0,349.0,64.0,116.0,11686.0,1000.0,214.0,302.0,190.0,94.0,68.0,23.0,454.0,0.0,36.0,10.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,22.0,0.0,74.0,5.0,0.0,2.0,22.0,57.0,26.0,0.0,1.0,3.0,5.0,20.0,40.0,523.0,782.0,1.0,2.0,1.0,83.0,1.0,0.0,11.0
L_parstriangularis,57.0,270.0,1572.0,16.0,0.0,59.0,394.0,612.0,38.0,129.0,5237.0,75.0,17.0,720.0,5.0,85.0,11485.0,7551.0,0.0,25.0,597.0,153.0,1800.0,290.0,106.0,10670.0,3732.0,386.0,994.0,1194.0,29.0,9.0,95.0,2539.0,1.0,124.0,80.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,8.0,1.0,11.0,3.0,0.0,13.0,98.0,36.0,65.0,0.0,2.0,13.0,23.0,49.0,42.0,794.0,1916.0,13.0,5.0,5.0,23.0,0.0,1.0,9.0
L_pericalcarine,9.0,3.0,3.0,42600.0,50.0,588.0,169.0,635.0,420.0,11038.0,450.0,18653.0,49.0,459.0,233.0,0.0,4.0,112.0,25.0,0.0,2.0,6.0,2.0,881.0,11.0,197.0,77.0,4662.0,443.0,27.0,26.0,56.0,14.0,148.0,0.0,0.0,0.0,243.0,7.0,63.0,124.0,22.0,156.0,397.0,0.0,173.0,2.0,18.0,18.0,1.0,0.0,0.0,0.0,126.0,0.0,1.0,0.0,798.0,3.0,3.0,16.0,731.0,11.0,2.0,0.0,0.0,0.0,5.0
L_postcentral,23.0,17.0,7473.0,1.0,2.0,58.0,1536.0,272.0,10.0,6.0,273.0,4.0,4.0,268.0,1.0,4715.0,2760.0,110.0,597.0,2.0,0.0,73.0,62837.0,218.0,13.0,3091.0,1780.0,14778.0,467.0,26861.0,6.0,16.0,163.0,5151.0,2.0,13.0,46.0,0.0,0.0,2.0,17.0,10.0,6.0,1.0,2.0,0.0,0.0,20.0,0.0,372.0,28.0,5.0,5.0,0.0,168.0,43.0,94.0,297.0,3.0,75.0,607.0,219.0,22.0,47.0,1.0,0.0,4.0,15.0
L_posteriorcingulate,1.0,5982.0,69.0,2.0,13.0,10.0,25.0,22.0,5259.0,9.0,235.0,28.0,1226.0,21.0,105.0,2477.0,196.0,36.0,153.0,6.0,73.0,0.0,131.0,11282.0,2427.0,696.0,12851.0,240.0,45.0,32.0,68.0,31.0,6.0,77.0,2.0,141.0,107.0,0.0,0.0,2.0,22.0,3.0,35.0,0.0,19.0,0.0,173.0,11.0,0.0,1219.0,145.0,22.0,41.0,0.0,158.0,521.0,141.0,591.0,30.0,421.0,2092.0,225.0,8.0,19.0,81.0,0.0,3.0,38.0
L_precentral,21.0,37.0,30562.0,1.0,3.0,71.0,1311.0,393.0,24.0,10.0,709.0,6.0,10.0,382.0,2.0,15748.0,18336.0,349.0,1800.0,2.0,62837.0,131.0,0.0,638.0,26.0,5221.0,17687.0,5366.0,489.0,6380.0,11.0,33.0,109.0,6863.0,3.0,30.0,141.0,0.0,0.0,1.0,36.0,3.0,5.0,1.0,0.0,0.0,2.0,6.0,0.0,1167.0,82.0,4.0,16.0,0.0,151.0,93.0,355.0,393.0,6.0,197.0,2195.0,238.0,13.0,32.0,3.0,0.0,0.0,9.0
L_precuneus,21.0,2614.0,318.0,9010.0,297.0,512.0,1385.0,301.0,20955.0,271.0,191.0,2964.0,446.0,218.0,1170.0,5075.0,772.0,64.0,290.0,881.0,218.0,11282.0,638.0,0.0,1032.0,1007.0,10123.0,18318.0,913.0,531.0,42.0,34.0,278.0,452.0,98.0,152.0,392.0,226.0,22.0,184.0,960.0,314.0,1674.0,584.0,39.0,295.0,60.0,534.0,59.0,2445.0,379.0,29.0,81.0,163.0,1241.0,804.0,642.0,9909.0,22.0,562.0,4056.0,4728.0,875.0,866.0,29.0,4.0,51.0,312.0
L_rostralanteriorcingulate,0.0,4045.0,11.0,7.0,18.0,21.0,26.0,24.0,1540.0,45.0,998.0,65.0,11019.0,76.0,71.0,198.0,16.0,116.0,106.0,11.0,13.0,2427.0,26.0,1032.0,0.0,1272.0,10293.0,48.0,113.0,9.0,565.0,187.0,2.0,122.0,0.0,251.0,3.0,1.0,0.0,3.0,12.0,6.0,67.0,8.0,119.0,10.0,1370.0,10.0,2.0,6.0,14.0,93.0,28.0,2.0,7.0,30.0,7.0,31.0,525.0,1022.0,2833.0,8.0,29.0,4.0,419.0,17.0,0.0,90.0
L_rostralmiddlefrontal,157.0,1107.0,34651.0,128.0,14.0,844.0,6036.0,3342.0,243.0,761.0,4043.0,578.0,605.0,2930.0,32.0,291.0,9216.0,11686.0,10670.0,197.0,3091.0,696.0,5221.0,1007.0,1272.0,0.0,41034.0,2301.0,1252.0,4985.0,2813.0,316.0,51.0,908.0,11.0,734.0,661.0,1.0,0.0,3.0,101.0,14.0,104.0,2.0,163.0,15.0,727.0,49.0,4.0,86.0,668.0,630.0,501.0,3.0,53.0,114.0,137.0,385.0,554.0,7169.0,14348.0,120.0,68.0,60.0,660.0,9.0,1.0,154.0
L_superiorfrontal,71.0,11922.0,36706.0,45.0,37.0,113.0,529.0,524.0,3362.0,216.0,1142.0,224.0,5289.0,619.0,241.0,14574.0,9649.0,1000.0,3732.0,77.0,1780.0,12851.0,17687.0,10123.0,10293.0,41034.0,0.0,2717.0,657.0,1733.0,6871.0,113.0,44.0,1667.0,26.0,1848.0,3531.0,0.0,1.0,18.0,1000.0,86.0,212.0,11.0,304.0,17.0,1596.0,228.0,8.0,2355.0,3615.0,639.0,1115.0,3.0,352.0,1492.0,1738.0,3473.0,911.0,10694.0,48371.0,1088.0,141.0,213.0,995.0,23.0,4.0,511.0
L_superiorparietal,75.0,37.0,3491.0,17399.0,74.0,7419.0,60567.0,2531.0,2556.0,22405.0,767.0,2748.0,63.0,1593.0,341.0,1746.0,1701.0,214.0,386.0,4662.0,14778.0,240.0,5366.0,18318.0,48.0,2301.0,2717.0,0.0,4158.0,18324.0,31.0,98.0,1244.0,2970.0,48.0,29.0,103.0,278.0,11.0,203.0,717.0,206.0,793.0,716.0,13.0,328.0,1.0,340.0,44.0,735.0,62.0,4.0,10.0,208.0,658.0,194.0,263.0,5455.0,2.0,79.0,1166.0,3440.0,568.0,619.0,2.0,2.0,31.0,163.0
L_superiortemporal,7820.0,38.0,411.0,375.0,11.0,641.0,6483.0,2237.0,328.0,2614.0,4773.0,708.0,491.0,18142.0,45.0,18.0,1762.0,302.0,994.0,443.0,467.0,45.0,489.0,913.0,113.0,1252.0,657.0,4158.0,0.0,18374.0,92.0,2628.0,9953.0,7832.0,4.0,7.0,4.0,6.0,0.0,1.0,34.0,5.0,64.0,13.0,4.0,2.0,18.0,16.0,2.0,6.0,11.0,4.0,7.0,3.0,37.0,8.0,10.0,381.0,6.0,49.0,119.0,230.0,31.0,24.0,8.0,0.0,5.0,13.0
L_supramarginal,2064.0,20.0,4944.0,21.0,0.0,228.0,12285.0,3186.0,75.0,170.0,375.0,70.0,8.0,8129.0,10.0,83.0,5653.0,190.0,1194.0,27.0,26861.0,32.0,6380.0,531.0,9.0,4985.0,1733.0,18324.0,18374.0,0.0,14.0,23.0,1923.0,6612.0,4.0,7.0,27.0,0.0,0.0,2.0,30.0,11.0,32.0,1.0,0.0,4.0,1.0,21.0,0.0,20.0,20.0,4.0,3.0,0.0,44.0,16.0,6.0,419.0,3.0,64.0,229.0,296.0,44.0,29.0,1.0,0.0,3.0,18.0
L_frontalpole,1.0,68.0,18.0,12.0,6.0,29.0,46.0,42.0,53.0,94.0,436.0,77.0,3573.0,82.0,6.0,12.0,18.0,94.0,29.0,26.0,6.0,68.0,11.0,42.0,565.0,2813.0,6871.0,31.0,92.0,14.0,0.0,108.0,1.0,37.0,1.0,42.0,1.0,0.0,0.0,0.0,1.0,1.0,26.0,0.0,70.0,2.0,970.0,9.0,0.0,1.0,8.0,42.0,9.0,0.0,1.0,6.0,2.0,6.0,129.0,433.0,1086.0,0.0,16.0,1.0,353.0,8.0,0.0,26.0
L_temporalpole,3.0,48.0,21.0,41.0,183.0,656.0,108.0,2079.0,15.0,209.0,2706.0,184.0,1590.0,1072.0,36.0,3.0,30.0,68.0,9.0,56.0,16.0,31.0,33.0,34.0,187.0,316.0,113.0,98.0,2628.0,23.0,108.0,0.0,5.0,3832.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,24.0,34.0,2.0,1.0,0.0,11.0,0.0,0.0,5.0
L_transversetemporal,36.0,0.0,41.0,24.0,1.0,76.0,860.0,109.0,79.0,43.0,64.0,12.0,0.0,138.0,8.0,5.0,162.0,23.0,95.0,14.0,163.0,6.0,109.0,278.0,2.0,51.0,44.0,1244.0,9953.0,1923.0,1.0,5.0,0.0,3173.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,14.0,7.0,0.0,2.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,79.0,0.0,3.0,9.0,47.0,6.0,5.0,1.0,0.0,1.0,3.0
L_insula,103.0,66.0,542.0,108.0,2840.0,192.0,1405.0,470.0,111.0,650.0,7833.0,219.0,453.0,813.0,10.0,65.0,6541.0,454.0,2539.0,148.0,5151.0,77.0,6863.0,452.0,122.0,908.0,1667.0,2970.0,7832.0,6612.0,37.0,3832.0,3173.0,0.0,1.0,30.0,28.0,2.0,0.0,2.0,17.0,4.0,23.0,8.0,2.0,3.0,18.0,5.0,1.0,8.0,26.0,7.0,14.0,0.0,5.0,11.0,10.0,125.0,18.0,169.0,412.0,67.0,9.0,12.0,6.0,0.0,1.0,5.0
R_bankssts,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,98.0,0.0,11.0,26.0,48.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0,67.0,7.0,4.0,102.0,13267.0,377.0,54.0,213.0,42.0,48.0,0.0,10484.0,4.0,4.0,157.0,75.0,218.0,13.0,84.0,3.0,83.0,135.0,0.0,434.0,108.0,769.0,10659.0,2212.0,3.0,3.0,54.0,176.0
R_caudalanteriorcingulate,1.0,208.0,49.0,1.0,1.0,2.0,9.0,9.0,37.0,5.0,37.0,1.0,79.0,1.0,1.0,44.0,67.0,36.0,124.0,0.0,13.0,141.0,30.0,152.0,251.0,734.0,1848.0,29.0,7.0,7.0,42.0,1.0,0.0,30.0,4.0,0.0,40.0,1.0,36.0,6.0,18.0,6.0,2952.0,0.0,105.0,4.0,494.0,10.0,101.0,395.0,211.0,28.0,78.0,0.0,25.0,5531.0,32.0,4781.0,3036.0,739.0,18142.0,48.0,28.0,17.0,66.0,7.0,1.0,208.0
R_caudalmiddlefrontal,1.0,22.0,610.0,3.0,0.0,4.0,35.0,10.0,10.0,1.0,12.0,0.0,0.0,7.0,0.0,157.0,176.0,10.0,80.0,0.0,46.0,107.0,141.0,392.0,3.0,661.0,3531.0,103.0,4.0,27.0,1.0,1.0,0.0,28.0,67.0,40.0,0.0,2.0,0.0,137.0,6025.0,215.0,15.0,80.0,54.0,13.0,2.0,609.0,4.0,97.0,6917.0,159.0,1360.0,4.0,2827.0,21.0,26884.0,276.0,6.0,34911.0,35846.0,5917.0,342.0,370.0,17.0,4.0,22.0,403.0
R_cuneus,0.0,0.0,0.0,422.0,7.0,36.0,23.0,22.0,172.0,201.0,1.0,167.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,226.0,1.0,1.0,0.0,278.0,6.0,0.0,0.0,2.0,1.0,2.0,7.0,1.0,2.0,0.0,59.0,249.0,134.0,138.0,415.0,12378.0,176.0,10112.0,5.0,268.0,271.0,0.0,2.0,44.0,4.0,45993.0,0.0,1.0,4.0,6765.0,0.0,63.0,8.0,15183.0,245.0,4.0,13.0,8.0,1.0,81.0
R_entorhinal,0.0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,8.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,59.0,0.0,1982.0,68.0,50.0,506.0,73.0,13.0,374.0,9.0,11.0,2552.0,0.0,0.0,1.0,0.0,60.0,0.0,14.0,1.0,952.0,21.0,3.0,52.0,119.0,18.0,2.0,1.0,129.0,1.0,1028.0
R_fusiform,0.0,0.0,1.0,122.0,0.0,17.0,19.0,11.0,97.0,80.0,1.0,52.0,2.0,3.0,7.0,1.0,1.0,1.0,0.0,63.0,2.0,2.0,1.0,184.0,3.0,3.0,18.0,203.0,1.0,2.0,0.0,0.0,1.0,2.0,102.0,6.0,137.0,249.0,1982.0,0.0,7470.0,14258.0,306.0,23744.0,446.0,9196.0,31.0,2254.0,5181.0,2.0,58.0,130.0,20.0,275.0,21.0,5.0,27.0,650.0,5.0,391.0,45.0,4786.0,1362.0,61.0,28.0,541.0,18.0,275.0
R_inferiorparietal,3.0,13.0,159.0,229.0,4.0,49.0,102.0,33.0,267.0,125.0,4.0,102.0,1.0,16.0,10.0,70.0,25.0,2.0,15.0,124.0,17.0,22.0,36.0,960.0,12.0,101.0,1000.0,717.0,34.0,30.0,1.0,2.0,4.0,17.0,13267.0,18.0,6025.0,134.0,68.0,7470.0,0.0,10791.0,592.0,28198.0,735.0,965.0,25.0,35422.0,382.0,59.0,4576.0,518.0,2523.0,156.0,2968.0,53.0,5904.0,1392.0,4.0,14967.0,2011.0,51987.0,10501.0,18518.0,41.0,87.0,231.0,2016.0
R_inferiortemporal,0.0,1.0,15.0,34.0,0.0,3.0,15.0,5.0,59.0,19.0,4.0,12.0,9.0,0.0,4.0,15.0,2.0,0.0,0.0,22.0,10.0,3.0,3.0,314.0,6.0,14.0,86.0,206.0,5.0,11.0,1.0,0.0,1.0,4.0,377.0,6.0,215.0,138.0,50.0,14258.0,10791.0,0.0,119.0,11726.0,495.0,1667.0,68.0,18801.0,525.0,6.0,146.0,192.0,79.0,186.0,107.0,19.0,79.0,347.0,4.0,1425.0,90.0,2279.0,1104.0,148.0,76.0,1108.0,13.0,251.0
R_isthmuscingulate,2.0,14.0,9.0,410.0,7.0,86.0,104.0,47.0,1665.0,192.0,26.0,165.0,54.0,27.0,48.0,19.0,7.0,7.0,13.0,156.0,6.0,35.0,5.0,1674.0,67.0,104.0,212.0,793.0,64.0,32.0,26.0,5.0,14.0,23.0,54.0,2952.0,15.0,415.0,506.0,306.0,592.0,119.0,0.0,509.0,103.0,1376.0,315.0,225.0,2959.0,37.0,36.0,19.0,13.0,214.0,22.0,6215.0,17.0,27568.0,1891.0,78.0,3765.0,2109.0,440.0,203.0,13.0,27.0,34.0,232.0
