,L_bankssts,L_caudalanteriorcingulate,L_caudalmiddlefrontal,L_cuneus,L_entorhinal,L_fusiform,L_inferiorparietal,L_inferiortemporal,L_isthmuscingulate,L_lateraloccipital,L_lateralorbitofrontal,L_lingual,L_medialorbitofrontal,L_middletemporal,L_parahippocampal,L_paracentral,L_parsopercularis,L_parsorbitalis,L_parstriangularis,L_pericalcarine,L_postcentral,L_posteriorcingulate,L_precentral,L_precuneus,L_rostralanteriorcingulate,L_rostralmiddlefrontal,L_superiorfrontal,L_superiorparietal,L_superiortemporal,L_supramarginal,L_frontalpole,L_temporalpole,L_transversetemporal,L_insula,R_bankssts,R_caudalanteriorcingulate,R_caudalmiddlefrontal,R_cuneus,R_entorhinal,R_fusiform,R_inferiorparietal,R_inferiortemporal,R_isthmuscingulate,R_lateraloccipital,R_lateralorbitofrontal,R_lingual,R_medialorbitofrontal,R_middletemporal,R_parahippocampal,R_paracentral,R_parsopercularis,R_parsorbitalis,R_parstriangularis,R_pericalcarine,R_postcentral,R_posteriorcingulate,R_precentral,R_precuneus,R_rostralanteriorcingulate,R_rostralmiddlefrontal,R_superiorfrontal,R_superiorparietal,R_superiortemporal,R_supramarginal,R_frontalpole,R_temporalpole,R_transversetemporal,R_insula
R_lateraloccipital,2.0,0.0,3.0,1253.0,18.0,553.0,686.0,283.0,465.0,8003.0,10.0,1504.0,6.0,105.0,74.0,4.0,2.0,7.0,3.0,1273.0,1.0,7.0,2.0,1438.0,1.0,6.0,30.0,3509.0,130.0,7.0,3.0,13.0,2.0,74.0,277.0,2.0,432.0,6346.0,135.0,32147.0,19206.0,20513.0,1443.0,0.0,1611.0,18838.0,63.0,9090.0,890.0,6.0,95.0,475.0,177.0,7632.0,19.0,5.0,151.0,1205.0,0.0,428.0,106.0,36894.0,6478.0,156.0,40.0,43.0,88.0,1940.0
R_lateralorbitofrontal,0.0,19.0,4.0,10.0,2.0,9.0,25.0,17.0,41.0,85.0,279.0,15.0,882.0,13.0,7.0,3.0,8.0,28.0,4.0,7.0,0.0,17.0,5.0,223.0,98.0,199.0,424.0,152.0,28.0,1.0,247.0,5.0,2.0,60.0,26.0,29.0,41.0,119.0,21.0,475.0,466.0,950.0,54.0,1611.0,0.0,1434.0,6505.0,2091.0,88.0,4.0,315.0,6406.0,1477.0,187.0,205.0,13.0,368.0,194.0,102.0,2442.0,348.0,907.0,4706.0,198.0,865.0,880.0,17.0,12294.0
R_lingual,1.0,0.0,0.0,1557.0,5.0,148.0,142.0,122.0,133.0,1706.0,15.0,2292.0,1.0,46.0,36.0,0.0,1.0,4.0,7.0,657.0,1.0,2.0,1.0,394.0,0.0,10.0,26.0,930.0,63.0,2.0,7.0,6.0,3.0,32.0,30.0,1.0,47.0,15181.0,285.0,11254.0,643.0,5292.0,886.0,18838.0,1434.0,0.0,73.0,2619.0,3268.0,3.0,27.0,454.0,132.0,26641.0,4.0,3.0,22.0,5178.0,0.0,206.0,43.0,5337.0,1483.0,27.0,42.0,69.0,17.0,700.0
R_medialorbitofrontal,0.0,149.0,1.0,2.0,2.0,6.0,3.0,11.0,221.0,11.0,1225.0,12.0,5399.0,18.0,11.0,9.0,7.0,106.0,19.0,1.0,5.0,229.0,6.0,217.0,920.0,574.0,2533.0,14.0,46.0,2.0,1229.0,29.0,0.0,128.0,0.0,818.0,2.0,11.0,15.0,67.0,18.0,155.0,311.0,63.0,6505.0,73.0,0.0,434.0,14.0,29.0,5.0,144.0,9.0,10.0,5.0,392.0,3.0,468.0,4201.0,424.0,7380.0,49.0,1822.0,2.0,4311.0,682.0,1.0,1514.0
R_middletemporal,3.0,3.0,12.0,25.0,3.0,23.0,68.0,56.0,96.0,172.0,5.0,26.0,27.0,42.0,12.0,8.0,3.0,5.0,5.0,22.0,11.0,27.0,6.0,799.0,2.0,32.0,111.0,540.0,128.0,25.0,9.0,3.0,3.0,55.0,6126.0,2.0,1123.0,426.0,27.0,1586.0,50834.0,22825.0,286.0,9090.0,2091.0,2619.0,434.0,0.0,210.0,17.0,2082.0,565.0,1370.0,442.0,154.0,17.0,751.0,830.0,7.0,2777.0,612.0,7004.0,16957.0,2008.0,70.0,1304.0,85.0,1164.0
R_parahippocampal,0.0,1.0,1.0,32.0,1.0,18.0,17.0,8.0,24.0,172.0,3.0,35.0,1.0,5.0,3.0,27.0,1.0,3.0,0.0,34.0,9.0,18.0,26.0,102.0,1.0,2.0,11.0,126.0,10.0,1.0,0.0,0.0,0.0,7.0,4.0,5.0,4.0,1250.0,2275.0,4885.0,69.0,890.0,1203.0,890.0,88.0,3268.0,14.0,210.0,0.0,0.0,5.0,26.0,9.0,958.0,2.0,31.0,2.0,4461.0,4.0,15.0,90.0,983.0,124.0,9.0,2.0,16.0,8.0,45.0
R_paracentral,4.0,28.0,102.0,3.0,3.0,4.0,47.0,14.0,145.0,0.0,3.0,3.0,10.0,25.0,23.0,4210.0,83.0,3.0,21.0,1.0,961.0,971.0,4709.0,2075.0,20.0,35.0,2991.0,819.0,121.0,304.0,1.0,1.0,32.0,109.0,6.0,191.0,33.0,1.0,0.0,3.0,85.0,12.0,48.0,6.0,4.0,3.0,29.0,17.0,0.0,0.0,83.0,7.0,46.0,1.0,3965.0,6025.0,11188.0,7858.0,47.0,42.0,10818.0,2461.0,56.0,340.0,2.0,0.0,18.0,112.0
R_parsopercularis,1.0,60.0,437.0,0.0,0.0,3.0,26.0,14.0,13.0,4.0,4.0,4.0,4.0,10.0,2.0,40.0,318.0,17.0,163.0,1.0,22.0,68.0,163.0,87.0,12.0,810.0,3581.0,38.0,21.0,15.0,2.0,0.0,2.0,125.0,165.0,61.0,6270.0,7.0,0.0,39.0,5301.0,1186.0,49.0,95.0,315.0,27.0,5.0,2082.0,5.0,83.0,0.0,387.0,11410.0,3.0,956.0,47.0,17538.0,192.0,2.0,10358.0,13419.0,1360.0,1141.0,5080.0,12.0,0.0,86.0,6991.0
R_parsorbitalis,0.0,33.0,11.0,0.0,1.0,7.0,8.0,8.0,13.0,28.0,35.0,8.0,110.0,4.0,2.0,3.0,16.0,59.0,69.0,3.0,0.0,9.0,5.0,90.0,38.0,517.0,1245.0,49.0,13.0,0.0,159.0,2.0,1.0,33.0,22.0,23.0,61.0,34.0,2.0,133.0,249.0,340.0,20.0,475.0,6406.0,454.0,144.0,565.0,26.0,7.0,387.0,0.0,5043.0,46.0,254.0,8.0,478.0,63.0,16.0,3928.0,1631.0,299.0,576.0,333.0,441.0,98.0,17.0,1769.0
R_parstriangularis,0.0,151.0,165.0,0.0,0.0,2.0,12.0,10.0,21.0,17.0,12.0,5.0,17.0,7.0,0.0,19.0,174.0,60.0,306.0,1.0,8.0,49.0,59.0,74.0,63.0,1251.0,3322.0,25.0,30.0,10.0,10.0,2.0,0.0,120.0,118.0,92.0,794.0,7.0,0.0,37.0,1197.0,538.0,50.0,177.0,1477.0,132.0,9.0,1370.0,9.0,46.0,11410.0,5043.0,0.0,14.0,830.0,33.0,1805.0,131.0,14.0,8816.0,8659.0,438.0,928.0,2312.0,59.0,15.0,60.0,7275.0
R_pericalcarine,1.0,0.0,0.0,162.0,5.0,60.0,70.0,32.0,79.0,872.0,1.0,225.0,1.0,13.0,18.0,0.0,0.0,0.0,0.0,167.0,0.0,1.0,0.0,164.0,0.0,2.0,2.0,422.0,14.0,2.0,0.0,1.0,0.0,2.0,15.0,0.0,9.0,37286.0,79.0,892.0,115.0,787.0,440.0,7632.0,187.0,26641.0,10.0,442.0,958.0,1.0,3.0,46.0,14.0,0.0,0.0,1.0,3.0,2682.0,1.0,27.0,4.0,3112.0,335.0,8.0,10.0,7.0,8.0,131.0
R_postcentral,7.0,7.0,38.0,1.0,1.0,0.0,24.0,9.0,42.0,1.0,0.0,0.0,2.0,21.0,8.0,607.0,20.0,1.0,6.0,0.0,406.0,173.0,597.0,825.0,13.0,26.0,328.0,394.0,62.0,123.0,3.0,0.0,7.0,46.0,42.0,5.0,1474.0,2.0,0.0,11.0,2693.0,120.0,26.0,19.0,205.0,4.0,5.0,154.0,2.0,3965.0,956.0,254.0,830.0,0.0,0.0,76.0,67288.0,589.0,2.0,394.0,1481.0,13059.0,1118.0,21511.0,7.0,3.0,637.0,9671.0
R_posteriorcingulate,2.0,22.0,45.0,2.0,1.0,4.0,17.0,12.0,197.0,8.0,17.0,2.0,94.0,20.0,15.0,559.0,38.0,7.0,11.0,2.0,204.0,416.0,402.0,1202.0,29.0,48.0,1081.0,387.0,94.0,106.0,18.0,0.0,10.0,59.0,7.0,2409.0,6.0,2.0,5.0,3.0,25.0,9.0,2859.0,5.0,13.0,3.0,392.0,17.0,31.0,6025.0,47.0,8.0,33.0,1.0,76.0,0.0,192.0,14904.0,1216.0,71.0,8609.0,453.0,56.0,62.0,45.0,0.0,12.0,29.0
R_precentral,0.0,14.0,147.0,0.0,1.0,2.0,16.0,10.0,34.0,10.0,4.0,0.0,3.0,7.0,8.0,3256.0,84.0,5.0,27.0,0.0,549.0,387.0,5440.0,598.0,7.0,105.0,4433.0,266.0,35.0,70.0,3.0,2.0,5.0,99.0,94.0,19.0,20833.0,2.0,0.0,33.0,11679.0,712.0,24.0,151.0,368.0,22.0,3.0,751.0,2.0,11188.0,17538.0,478.0,1805.0,3.0,67288.0,192.0,0.0,1385.0,3.0,4010.0,32197.0,15169.0,1481.0,8419.0,9.0,4.0,359.0,6639.0
R_precuneus,57.0,59.0,129.0,663.0,45.0,386.0,928.0,625.0,1626.0,3533.0,176.0,638.0,209.0,638.0,237.0,935.0,104.0,139.0,105.0,467.0,545.0,858.0,781.0,10808.0,83.0,198.0,1456.0,6158.0,1498.0,587.0,67.0,66.0,116.0,581.0,145.0,2106.0,69.0,5577.0,492.0,747.0,972.0,805.0,22588.0,1205.0,194.0,5178.0,468.0,830.0,4461.0,7858.0,192.0,63.0,131.0,2682.0,589.0,14904.0,1385.0,0.0,1385.0,214.0,12298.0,11874.0,1360.0,586.0,70.0,6.0,213.0,296.0
R_rostralanteriorcingulate,0.0,49.0,2.0,0.0,2.0,1.0,4.0,5.0,64.0,7.0,85.0,5.0,845.0,4.0,1.0,20.0,7.0,18.0,12.0,1.0,16.0,78.0,7.0,115.0,457.0,142.0,1665.0,15.0,15.0,3.0,215.0,5.0,0.0,49.0,0.0,2994.0,1.0,0.0,2.0,1.0,2.0,1.0,462.0,0.0,102.0,0.0,4201.0,7.0,4.0,47.0,2.0,16.0,14.0,1.0,2.0,1216.0,3.0,1385.0,0.0,105.0,4681.0,33.0,14.0,1.0,204.0,1.0,0.0,15.0
R_rostralmiddlefrontal,3.0,445.0,456.0,4.0,0.0,12.0,29.0,30.0,96.0,52.0,208.0,48.0,586.0,41.0,4.0,30.0,433.0,339.0,801.0,6.0,14.0,169.0,113.0,208.0,283.0,4387.0,11083.0,60.0,95.0,18.0,847.0,10.0,1.0,295.0,74.0,209.0,16655.0,24.0,2.0,149.0,4827.0,2893.0,84.0,428.0,2442.0,206.0,424.0,2777.0,15.0,42.0,10358.0,3928.0,8816.0,27.0,394.0,71.0,4010.0,214.0,105.0,0.0,43701.0,949.0,508.0,731.0,3706.0,35.0,20.0,550.0
R_superiorfrontal,18.0,1606.0,4007.0,8.0,2.0,41.0,242.0,190.0,397.0,144.0,582.0,96.0,2184.0,162.0,49.0,2011.0,3123.0,495.0,1877.0,18.0,450.0,3096.0,5899.0,1634.0,1433.0,8822.0,54824.0,658.0,337.0,254.0,1396.0,42.0,16.0,1938.0,31.0,13679.0,30481.0,8.0,10.0,39.0,2733.0,438.0,3640.0,106.0,348.0,43.0,7380.0,612.0,90.0,10818.0,13419.0,1631.0,8659.0,4.0,1481.0,8609.0,32197.0,12298.0,4681.0,43701.0,0.0,4643.0,452.0,935.0,2099.0,6.0,56.0,1979.0
R_superiorparietal,56.0,14.0,80.0,663.0,19.0,401.0,875.0,528.0,911.0,3815.0,117.0,750.0,30.0,473.0,156.0,450.0,37.0,68.0,43.0,617.0,369.0,412.0,406.0,7193.0,25.0,98.0,497.0,5382.0,1038.0,479.0,8.0,48.0,82.0,432.0,1202.0,62.0,2719.0,13627.0,127.0,5853.0,50058.0,5523.0,2131.0,36894.0,907.0,5337.0,49.0,7004.0,983.0,2461.0,1360.0,299.0,438.0,3112.0,13059.0,453.0,15169.0,11874.0,33.0,949.0,4643.0,0.0,13348.0,23367.0,27.0,33.0,2400.0,3004.0
R_superiortemporal,9.0,6.0,9.0,31.0,4.0,36.0,88.0,70.0,191.0,166.0,23.0,33.0,37.0,87.0,20.0,44.0,7.0,11.0,8.0,21.0,36.0,68.0,21.0,1572.0,11.0,23.0,104.0,861.0,192.0,74.0,6.0,2.0,11.0,93.0,10979.0,9.0,500.0,369.0,9.0,727.0,9781.0,1720.0,704.0,6478.0,4706.0,1483.0,1822.0,16957.0,124.0,56.0,1141.0,576.0,928.0,335.0,1118.0,56.0,1481.0,1360.0,14.0,508.0,452.0,13348.0,0.0,11495.0,89.0,960.0,9164.0,12352.0
R_supramarginal,5.0,2.0,24.0,2.0,0.0,3.0,34.0,20.0,54.0,14.0,3.0,1.0,2.0,19.0,7.0,113.0,9.0,5.0,13.0,2.0,102.0,79.0,71.0,782.0,6.0,51.0,218.0,410.0,69.0,92.0,1.0,0.0,7.0,36.0,1668.0,7.0,277.0,14.0,0.0,38.0,17242.0,256.0,120.0,156.0,198.0,27.0,2.0,2008.0,9.0,340.0,5080.0,333.0,2312.0,8.0,21511.0,62.0,8419.0,586.0,1.0,731.0,935.0,23367.0,11495.0,0.0,3.0,2.0,1514.0,7348.0
R_frontalpole,1.0,55.0,5.0,0.0,0.0,2.0,4.0,3.0,88.0,13.0,500.0,6.0,1664.0,8.0,5.0,1.0,5.0,182.0,43.0,0.0,0.0,70.0,3.0,85.0,251.0,941.0,2919.0,4.0,27.0,0.0,1188.0,10.0,0.0,58.0,1.0,90.0,9.0,4.0,1.0,22.0,23.0,49.0,47.0,40.0,865.0,42.0,4311.0,70.0,2.0,2.0,12.0,441.0,59.0,10.0,7.0,45.0,9.0,70.0,204.0,3706.0,2099.0,27.0,89.0,3.0,0.0,20.0,1.0,103.0
R_temporalpole,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,478.0,258.0,25.0,1037.0,3.0,43.0,880.0,69.0,682.0,1304.0,16.0,0.0,0.0,98.0,15.0,7.0,3.0,0.0,4.0,6.0,1.0,35.0,6.0,33.0,960.0,2.0,20.0,0.0,0.0,4053.0
R_transversetemporal,1.0,1.0,2.0,0.0,1.0,4.0,13.0,10.0,42.0,10.0,1.0,3.0,2.0,7.0,5.0,10.0,1.0,0.0,1.0,0.0,10.0,11.0,9.0,218.0,0.0,2.0,17.0,113.0,29.0,17.0,0.0,1.0,3.0,14.0,64.0,2.0,99.0,11.0,0.0,15.0,748.0,62.0,102.0,88.0,17.0,17.0,1.0,85.0,8.0,18.0,86.0,17.0,60.0,8.0,637.0,12.0,359.0,213.0,0.0,20.0,56.0,2400.0,9164.0,1514.0,1.0,0.0,0.0,3536.0
R_insula,6.0,13.0,41.0,10.0,1.0,9.0,27.0,21.0,31.0,68.0,17.0,13.0,39.0,23.0,6.0,26.0,27.0,5.0,26.0,2.0,14.0,44.0,45.0,306.0,14.0,121.0,454.0,187.0,40.0,24.0,18.0,4.0,3.0,33.0,119.0,18.0,328.0,82.0,643.0,352.0,1529.0,444.0,129.0,1940.0,12294.0,700.0,1514.0,1164.0,45.0,112.0,6991.0,1769.0,7275.0,131.0,9671.0,29.0,6639.0,296.0,15.0,550.0,1979.0,3004.0,12352.0,7348.0,103.0,4053.0,3536.0,0.0
