,L_bankssts,L_caudalanteriorcingulate,L_caudalmiddlefrontal,L_cuneus,L_entorhinal,L_fusiform,L_inferiorparietal,L_inferiortemporal,L_isthmuscingulate,L_lateraloccipital,L_lateralorbitofrontal,L_lingual,L_medialorbitofrontal,L_middletemporal,L_parahippocampal,L_paracentral,L_parsopercularis,L_parsorbitalis,L_parstriangularis,L_pericalcarine,L_postcentral,L_posteriorcingulate,L_precentral,L_precuneus,L_rostralanteriorcingulate,L_rostralmiddlefrontal,L_superiorfrontal,L_superiorparietal,L_superiortemporal,L_supramarginal,L_frontalpole,L_temporalpole,L_transversetemporal,L_insula,R_bankssts,R_caudalanteriorcingulate,R_caudalmiddlefrontal,R_cuneus,R_entorhinal,R_fusiform,R_inferiorparietal,R_inferiortemporal,R_isthmuscingulate,R_lateraloccipital,R_lateralorbitofrontal,R_lingual,R_medialorbitofrontal,R_middletemporal,R_parahippocampal,R_paracentral,R_parsopercularis,R_parsorbitalis,R_parstriangularis,R_pericalcarine,R_postcentral,R_posteriorcingulate,R_precentral,R_precuneus,R_rostralanteriorcingulate,R_rostralmiddlefrontal,R_superiorfrontal,R_superiorparietal,R_superiortemporal,R_supramarginal,R_frontalpole,R_temporalpole,R_transversetemporal,R_insula
L_superiorparietal,275.5,37.0,1908.0,15182.5,89.5,2307.0,59207.5,2422.5,2956.5,17973.5,269.0,2700.0,39.0,2847.5,547.5,1445.5,885.5,98.0,179.5,3796.0,17207.5,301.0,6755.0,15114.0,17.0,560.5,3432.0,0.0,6849.5,22054.5,13.0,90.0,1562.0,3460.5,60.0,31.5,75.5,815.5,9.0,149.0,911.5,286.5,795.0,1399.5,33.0,390.0,5.0,381.5,59.0,565.5,40.0,9.0,14.0,391.5,439.5,248.5,366.5,6575.5,6.0,34.0,615.0,5862.0,821.5,717.0,1.0,7.0,69.0,190.0
L_superiortemporal,7735.5,15.0,407.5,380.0,23.0,1223.5,6775.0,1938.0,462.5,5056.5,2057.0,1518.0,223.5,17355.5,102.0,15.5,2532.5,427.5,640.0,428.0,842.0,23.0,1584.0,1744.5,21.0,765.5,710.5,6849.5,0.0,15112.0,60.0,1056.0,8473.0,7896.5,6.0,8.0,11.0,20.0,0.0,8.0,89.5,28.0,105.5,44.0,7.5,15.0,19.0,37.0,4.0,21.0,5.0,1.0,3.0,10.0,31.0,19.0,19.0,889.5,5.0,28.0,128.5,679.0,97.5,64.0,6.0,1.0,9.0,27.0
L_supramarginal,4203.5,5.0,1505.0,13.0,2.0,190.0,16924.5,2924.0,216.0,223.0,84.0,47.0,6.0,9676.0,15.0,88.0,3332.0,46.0,297.5,13.0,27559.0,27.0,10706.0,1110.5,2.0,512.5,881.5,22054.5,15112.0,0.0,3.0,23.0,2246.5,6446.5,6.0,6.0,22.0,2.0,0.0,3.0,57.0,17.0,74.0,7.0,2.0,2.0,1.0,33.0,2.0,98.0,9.0,1.0,3.0,1.0,106.5,39.0,63.5,913.0,1.0,11.0,175.0,727.5,92.0,99.0,0.0,0.0,10.0,26.0
L_frontalpole,1.0,85.0,4.0,4.0,1.0,23.0,16.0,16.0,53.0,57.0,1049.5,57.0,2619.0,31.0,3.0,1.0,9.0,148.5,31.0,9.0,1.0,56.0,4.0,49.0,292.5,1896.0,3894.0,13.0,60.0,3.0,0.0,31.0,0.0,157.0,0.0,73.0,1.0,0.0,0.0,0.0,1.0,1.0,38.0,1.0,194.0,1.0,1371.0,3.0,1.0,1.0,3.0,44.5,12.0,0.0,0.0,26.0,1.0,24.0,233.5,591.5,1575.0,1.0,5.0,1.0,588.0,3.0,0.0,22.0
L_temporalpole,7.0,5.0,13.0,28.0,824.5,1364.5,115.5,1379.0,23.0,311.5,1026.0,354.0,245.0,854.0,188.5,0.0,31.0,112.5,46.0,47.0,9.0,4.0,24.0,44.0,17.5,143.5,54.0,90.0,1056.0,23.0,31.0,0.0,3.0,6078.5,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,5.0,14.0,13.0,1.0,0.0,3.0,0.0,0.0,2.0
L_transversetemporal,35.0,1.0,36.0,9.5,1.0,34.0,575.5,79.5,68.0,66.0,12.0,8.0,1.0,128.0,8.0,5.0,218.0,6.0,37.0,4.0,319.5,3.0,232.5,337.0,0.0,26.0,60.0,1562.0,8473.0,2246.5,0.0,3.0,0.0,3745.5,1.0,1.0,1.0,2.0,0.0,1.0,12.0,3.0,14.0,4.0,0.0,1.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,1.0,8.0,4.0,4.0,133.0,0.0,1.0,11.0,98.0,15.0,12.0,0.0,0.0,1.0,3.0
L_insula,114.0,115.0,727.0,142.5,1368.5,658.5,1635.5,730.0,179.0,1891.5,10745.0,929.0,2120.5,1154.0,67.0,92.0,7149.0,1317.5,4864.0,201.0,7853.0,86.0,8970.0,639.5,296.5,2091.5,4190.5,3460.5,7896.5,6446.5,157.0,6078.5,3745.5,0.0,2.0,39.0,61.0,9.0,0.0,4.0,43.0,13.0,40.0,20.0,34.0,8.0,115.0,17.5,2.0,47.0,29.0,5.0,15.0,5.0,23.0,32.0,57.0,296.5,31.0,138.0,739.5,212.5,35.0,28.0,28.0,1.0,3.0,25.0
R_bankssts,0.0,0.0,2.0,1.0,0.0,1.0,6.0,3.0,11.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,89.0,0.0,2.0,17.0,60.0,6.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,55.0,10.0,0.0,36.0,5129.0,339.5,27.0,134.0,24.0,30.0,1.0,9400.0,4.0,3.0,123.0,20.0,81.5,9.0,60.0,3.0,89.5,126.0,0.0,101.5,80.5,494.0,6632.5,2994.0,1.0,4.0,29.0,168.5
R_caudalanteriorcingulate,0.0,348.5,92.0,1.0,0.0,1.5,8.0,5.0,52.0,4.0,50.5,2.0,189.0,6.0,1.0,36.0,99.0,15.0,48.0,0.0,11.0,116.0,35.0,134.5,152.0,504.0,2953.0,31.5,8.0,6.0,73.0,1.0,1.0,39.0,1.0,0.0,50.0,1.0,8.0,5.0,12.0,6.0,1994.0,2.0,110.5,6.0,542.5,10.0,58.0,273.5,100.0,13.0,60.0,1.0,15.0,4397.0,43.0,3294.0,3399.0,313.5,16436.5,53.0,14.0,14.0,37.5,4.0,1.0,78.0
R_caudalmiddlefrontal,2.0,65.0,638.5,0.0,0.0,3.0,40.5,15.0,24.5,3.0,4.0,0.0,2.0,15.0,1.0,106.0,281.0,6.0,53.5,0.0,38.0,84.5,320.0,149.5,4.0,423.0,3889.5,75.5,11.0,22.0,1.0,0.0,1.0,61.0,55.0,50.0,0.0,4.0,0.0,122.5,5240.5,1286.5,16.0,118.0,44.0,15.0,2.0,1329.5,5.0,63.0,9353.0,84.0,973.0,4.0,1867.5,36.0,25503.5,135.0,2.0,22688.5,32448.0,1701.0,281.5,822.5,4.0,5.0,16.0,324.0
R_cuneus,0.0,0.0,0.0,765.5,3.0,47.0,67.0,25.0,213.5,764.0,1.0,252.5,1.0,13.0,18.0,0.0,0.0,0.0,0.0,313.0,0.0,1.0,0.0,472.0,0.0,0.0,2.0,815.5,20.0,2.0,0.0,1.0,2.0,9.0,10.0,1.0,4.0,0.0,58.0,494.5,158.5,291.5,942.0,11975.0,98.5,11030.0,4.0,341.5,377.0,0.0,2.0,30.5,6.0,36799.0,2.0,1.0,3.0,5890.0,0.0,27.5,10.0,13697.0,432.0,10.0,6.0,21.5,4.0,138.5
R_entorhinal,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,58.0,0.0,1785.0,20.5,111.5,145.0,64.0,20.0,218.0,4.0,21.0,1907.0,0.0,0.0,2.0,0.0,35.0,0.0,8.0,1.0,402.0,4.0,3.0,22.0,94.5,19.0,1.0,1.0,642.0,0.0,727.0
R_fusiform,0.0,0.0,1.0,50.0,0.5,12.0,22.0,10.0,31.0,119.0,1.0,35.0,3.0,5.0,3.5,1.0,0.0,0.0,0.0,30.0,1.0,1.0,2.0,129.0,1.0,2.0,13.0,149.0,8.0,3.0,0.0,0.0,1.0,4.0,36.0,5.0,122.5,494.5,1785.0,0.0,3938.5,16735.5,220.0,30009.0,391.0,11249.5,27.0,1716.5,4404.0,1.0,35.0,105.0,30.0,602.5,34.0,6.0,83.5,500.5,3.0,165.5,67.0,3304.5,990.0,59.5,28.0,961.5,13.0,413.0
R_inferiorparietal,4.0,8.0,52.0,73.0,1.0,37.5,133.0,66.5,157.0,210.5,6.0,33.0,3.0,51.0,8.0,56.0,22.0,2.0,5.0,43.0,33.0,25.0,80.0,1124.5,2.0,34.0,455.5,911.5,89.5,57.0,1.0,2.0,12.0,43.0,5129.0,12.0,5240.5,158.5,20.5,3938.5,0.0,14199.5,331.0,18866.0,428.5,474.0,16.0,32662.0,143.0,41.0,2752.5,230.0,772.5,118.0,3869.0,27.0,7925.0,1446.0,2.0,2243.5,1822.0,54905.0,8380.5,20001.5,24.0,90.0,352.5,1753.0
R_inferiortemporal,1.0,3.0,15.0,38.0,0.0,15.0,46.0,22.0,53.0,93.0,2.0,21.0,6.0,16.0,3.0,10.0,5.0,0.0,1.0,20.0,9.0,7.0,15.0,361.0,1.0,11.0,118.0,286.5,28.0,17.0,1.0,1.0,3.0,13.0,339.5,6.0,1286.5,291.5,111.5,16735.5,14199.5,0.0,137.5,12372.5,492.0,2702.5,45.0,25215.0,630.5,8.0,542.0,138.0,234.5,434.0,333.5,9.0,970.5,479.5,2.0,945.5,413.5,2884.0,1665.5,1001.5,33.0,1459.0,34.0,629.5
R_isthmuscingulate,5.0,29.0,22.0,180.5,3.0,33.0,119.0,56.0,962.0,266.0,36.0,73.0,109.0,51.0,20.0,35.0,18.5,6.0,9.0,78.0,26.5,67.0,25.0,1621.5,39.0,110.0,464.5,795.0,105.5,74.0,38.0,3.0,14.0,40.0,27.0,1994.0,16.0,942.0,145.0,220.0,331.0,137.5,0.0,620.0,78.0,1088.0,226.0,183.5,1207.5,40.0,38.0,13.0,26.0,357.0,17.0,4290.5,25.0,22584.0,887.5,93.0,3895.5,2468.5,432.0,156.0,18.0,19.0,36.0,130.0
R_lateraloccipital,1.0,1.0,2.0,749.0,4.0,95.0,142.0,56.0,252.0,1414.5,3.0,297.5,4.0,26.0,24.0,2.0,0.5,0.0,0.0,409.0,2.0,2.0,3.0,789.5,1.0,3.0,17.5,1399.5,44.0,7.0,1.0,2.0,4.0,20.0,134.0,2.0,118.0,11975.0,64.0,30009.0,18866.0,12372.5,620.0,0.0,1278.5,19034.0,48.0,7365.0,495.0,2.0,50.0,417.0,100.0,12887.5,42.0,3.0,90.0,808.5,2.0,399.0,111.5,23521.5,5031.5,131.0,69.0,226.5,33.0,1636.0
R_lateralorbitofrontal,0.0,37.5,2.0,4.0,0.0,4.0,6.0,5.0,26.0,13.0,251.5,6.0,761.0,4.0,1.0,2.0,2.0,14.0,3.0,3.0,1.0,20.0,2.0,64.5,168.0,165.0,303.0,33.0,7.5,2.0,194.0,4.0,0.0,34.0,24.0,110.5,44.0,98.5,20.0,391.0,428.5,492.0,78.0,1278.5,0.0,1259.0,6645.0,1417.5,54.0,4.0,329.5,10177.0,1744.0,213.0,105.0,41.0,173.0,114.0,532.5,4627.5,532.0,409.0,3249.0,151.0,1580.0,1409.5,12.0,10785.0
R_lingual,0.0,0.0,0.0,338.0,4.0,40.0,37.0,21.0,112.0,430.0,3.0,658.0,5.0,11.0,18.0,0.0,0.0,1.0,0.0,213.5,0.0,1.0,0.0,266.5,1.0,4.0,9.0,390.0,15.0,2.0,1.0,1.0,1.0,8.0,30.0,6.0,15.0,11030.0,218.0,11249.5,474.0,2702.5,1088.0,19034.0,1259.0,0.0,54.0,2589.0,3076.5,0.0,14.0,375.0,64.5,26250.5,8.0,6.0,15.0,3515.0,4.0,328.0,74.0,3485.0,1896.0,38.0,79.5,237.0,5.0,828.0
R_medialorbitofrontal,0.0,218.0,2.0,1.0,0.0,5.0,3.0,5.0,102.0,7.0,1181.0,10.0,4758.0,10.0,2.0,3.0,4.0,81.0,15.0,1.0,0.0,127.5,1.0,88.0,1242.5,980.0,2202.5,5.0,19.0,1.0,1371.0,14.0,0.0,115.0,1.0,542.5,2.0,4.0,4.0,27.0,16.0,45.0,226.0,48.0,6645.0,54.0,0.0,101.0,12.0,4.0,3.0,75.0,11.0,8.0,1.0,193.0,3.0,155.5,6682.5,416.5,6530.0,19.0,334.0,2.0,2474.0,260.5,0.0,1798.0
R_middletemporal,2.0,5.0,20.5,24.0,0.0,12.5,47.0,24.0,74.0,64.5,4.0,14.0,10.0,20.0,3.0,17.0,8.0,1.0,2.0,14.0,19.0,11.5,22.0,531.5,3.0,25.0,186.0,381.5,37.0,33.0,3.0,1.0,6.0,17.5,9400.0,10.0,1329.5,341.5,21.0,1716.5,32662.0,25215.0,183.5,7365.0,1417.5,2589.0,101.0,0.0,178.0,17.0,1169.5,384.0,644.5,521.0,491.5,17.0,1298.0,738.5,5.0,1620.0,789.5,3983.0,15088.5,5765.0,80.0,919.0,72.0,1310.0
R_parahippocampal,0.0,1.0,1.0,20.0,1.0,4.0,7.0,4.0,24.0,30.0,1.0,16.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,11.0,1.0,2.0,1.0,75.0,1.0,3.0,17.0,59.0,4.0,2.0,1.0,0.0,0.0,2.0,4.0,58.0,5.0,377.0,1907.0,4404.0,143.0,630.5,1207.5,495.0,54.0,3076.5,12.0,178.0,0.0,2.0,3.0,12.0,3.0,278.0,4.0,59.0,6.0,2276.5,25.0,19.0,159.0,577.0,123.0,12.0,4.0,184.5,4.0,64.0
R_paracentral,2.0,29.0,97.0,0.0,0.0,2.0,48.0,10.0,141.5,2.0,2.0,0.0,3.0,13.0,3.0,5653.5,65.0,1.0,10.0,0.0,761.0,967.0,3003.5,1522.5,5.0,41.0,2677.5,565.5,21.0,98.0,1.0,0.0,6.0,47.0,3.0,273.5,63.0,0.0,0.0,1.0,41.0,8.0,40.0,2.0,4.0,0.0,4.0,17.0,2.0,0.0,81.0,5.0,23.0,0.0,6656.0,8513.0,10751.0,6638.0,23.0,49.0,10328.0,2223.0,33.5,178.5,1.0,0.0,6.0,65.0
R_parsopercularis,0.0,60.0,232.5,0.0,0.0,1.0,12.0,4.0,19.0,1.0,3.0,0.0,3.0,5.0,0.0,41.0,135.0,4.0,35.0,0.0,16.0,50.0,78.0,91.0,6.5,327.0,2063.5,40.0,5.0,9.0,3.0,0.0,1.0,29.0,123.0,100.0,9353.0,2.0,0.0,35.0,2752.5,542.0,38.0,50.0,329.5,14.0,3.0,1169.5,3.0,81.0,0.0,570.5,10799.0,3.0,1155.0,58.0,14615.5,212.0,4.0,7536.0,10016.0,836.5,409.5,3540.0,7.0,4.0,26.0,5014.5
